date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:53:12	228986/228986	---M-Z	200	added ('OK')	text/html	etag:W/%2236c6f-8cRfYGbLYykK12qLy2RevQO48Nk%22	https://elcomercio.pe/tvmas/	C:/My%20Web%20Sites/madeleyne/elcomercio.pe/tvmas/index.html	(from https://elcomercio.pe/?ref=ecr)
19:53:12	231170/231170	---M-Z	200	added ('OK')	text/html	etag:W/%22374f8-AeRS/YP/fTk+r5erafiVGXXt+Y8%22	https://elcomercio.pe/tecnologia/	C:/My%20Web%20Sites/madeleyne/elcomercio.pe/tecnologia/index.html	(from https://elcomercio.pe/?ref=ecr)
19:53:12	0/-1	---M--	301	error ('')			https://elcomercio.pe/compromiso-autoregulacion-comercial.pdf	C:/My%20Web%20Sites/madeleyne/elcomercio.pe/compromiso-autoregulacion-comercial.1f.delayed	(from https://elcomercio.pe/)
19:53:13	115705/115705	---M-Z	200	added ('OK')	text/html	etag:W/%221b1ee-OK1FML/3S7M4II+bwVpiqp9R/Ps%22	https://elcomercio.pe/somos/	C:/My%20Web%20Sites/madeleyne/elcomercio.pe/somos/index.html	(from https://elcomercio.pe/?ref=ecr)
19:53:13	223952/223952	---M-Z	200	added ('OK')	text/html	etag:W/%22358c6-y6Ep4WwWLfHW8eXxSpygFESPtCk%22	https://elcomercio.pe/respuestas/	C:/My%20Web%20Sites/madeleyne/elcomercio.pe/respuestas/index.html	(from https://elcomercio.pe/?ref=ecr)
19:53:14	157839/157839	---M-Z	200	added ('OK')	text/html	etag:W/%2225683-S1mBnHjhUFiRHEH0cCotgsih5Vw%22	https://elcomercio.pe/viu/	C:/My%20Web%20Sites/madeleyne/elcomercio.pe/viu/index.html	(from https://elcomercio.pe/?ref=ecr)
19:53:14	141844/141844	---M-Z	200	added ('OK')	text/html	etag:W/%2221809-C3jmZ8x0xdOjgPGajJh2o9bBrkQ%22	https://elcomercio.pe/casa-y-mas/	C:/My%20Web%20Sites/madeleyne/elcomercio.pe/casa-y-mas/index.html	(from https://elcomercio.pe/?ref=ecr)
19:53:14	237834/237834	---M-Z	200	added ('OK')	text/html	etag:W/%2238eff-s0E3sPXlhhkQLl4AKNnSAwwXr1w%22	https://elcomercio.pe/vamos/	C:/My%20Web%20Sites/madeleyne/elcomercio.pe/vamos/index.html	(from https://elcomercio.pe/?ref=ecr)
19:53:15	121100/121100	---M-Z	200	added ('OK')	text/html	etag:W/%221c702-CuVYMgOwpZoTM8cZuWpgPDbrdfo%22	https://elcomercio.pe/ruedas-tuercas/	C:/My%20Web%20Sites/madeleyne/elcomercio.pe/ruedas-tuercas/index.html	(from https://elcomercio.pe/?ref=ecr)
19:53:15	228762/228762	---MCZ	200	added ('OK')	text/html	etag:W/%2236b8f-Wl5t2Vb/b2Az8amsHdLs5UhLEHM%22	https://elcomercio.pe/luces/	C:/My%20Web%20Sites/madeleyne/elcomercio.pe/luces/index.html	(from https://elcomercio.pe/?ref=ecr)
19:53:17	65499/65499	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2256de00ef-ffdb%22	https://static.chartbeat.com/js/inpage.js	C:/My%20Web%20Sites/madeleyne/static.chartbeat.com/js/inpage.js	(from http://static.chartbeat.com/js/chartbeat.js)
19:53:17	215700/215700	---M-Z	200	added ('OK')	text/html	etag:W/%2233889-UVdT3t4afbii1rk9Le3iGEdrVt0%22	https://elcomercio.pe/noticias/horoscopo/	C:/My%20Web%20Sites/madeleyne/elcomercio.pe/noticias/horoscopo/index.html	(from https://elcomercio.pe/?ref=ecr)
19:53:17	102820/102820	---M-Z	200	added ('OK')	text/html	etag:W/%2217f9a-4tZUFneok1Cgb4hGLSX3KihXEAk%22	https://elcomercio.pe/desde-la-redaccion/	C:/My%20Web%20Sites/madeleyne/elcomercio.pe/desde-la-redaccion/index.html	(from https://elcomercio.pe/?ref=ecr)
